River Rd & Landy Ln,38.964992,-77.103381
Rockville Metro West,39.084379,-77.146866
Bethesda Metro,38.984691,-77.094537
Iwo Jima Memorial/N Meade & 14th St N,38.88992,-77.071301
34th & Water St NW,38.903582,-77.067786
Duke St & John Carlyle St,38.804378,-77.060866
Lee Hwy & N Cleveland St,38.894941,-77.09169
Arlington Blvd & S George Mason Dr/NFATC,38.869442,-77.104503
MLK Library/9th & G St NW,38.898404,-77.024281
Lee Hwy & N Scott St,38.897612,-77.080851
New Hampshire Ave & 24th St NW,38.901755,-77.051084
Eisenhower Ave & Mill Race Ln,38.801111,-77.068952
Potomac Greens Dr & Slaters Ln,38.82175,-77.047494
Ballenger Ave & Dulaney St,38.802677,-77.063562
Mount Vernon Ave & E Nelson Ave,38.820064,-77.057619
Mount Vernon Ave & E Del Ray Ave,38.82595,-77.058541
Monroe Ave & Leslie Ave,38.820932,-77.053096
Mount Vernon Ave & Kennedy St,38.833077,-77.059821
Court House Metro / 15th & N Uhle St ,38.890612,-77.084801
Washington Adventist U / Flower Ave & Division St,38.986743,-77.000035
6th & S Ball St,38.864702,-77.048672
McKinley St & Connecticut Ave NW,38.96497,-77.075946
15th & L St NW,38.90381,-77.034931
17th & G St NW,38.89841,-77.039624
Spring St & Second Ave,38.997653,-77.034499
18th & R St NW,38.912648,-77.041834
S Joyce & 16th St S,38.859254,-77.063275
Union Market/6th St & Neal Pl NE,38.908008,-76.996985
N Nelson St & Lee Hwy,38.895929,-77.105246
21st St N & N Pierce St,38.898984,-77.078317
Lee Hwy & N Kirkwood Rd,38.895377,-77.09713
19th & G St NW,38.898412,-77.043182
8D OPS test,0,0
